#X.UG	UG.End.1
Hs.55967	-447.631624992937
Hs.90093	500
Hs.434525	-500
Hs.390758	500
Hs.17377	-500
Hs.528386	-500
Hs.75323	500
Hs.442946	-500
Hs.387262	500
Hs.454253	-500
Hs.1872	-500
Hs.371282	500
Hs.169300	500
Hs.90303	500
Hs.368861	-500
Hs.2171	500
Hs.435789	-500
Hs.440968	-500
Hs.445778	500
Hs.437575	-500
Hs.86386	-500
Hs.497220	-500
Hs.334798	298.122959211469
Hs.446675	500
Hs.348436	500
Hs.101916	500
Hs.75236	-500
Hs.432574	136.042011436075
Hs.372637	-500
Hs.150708	-500
Hs.39252	-456.894987728447
Hs.528723	500
Hs.408150	500
Hs.271955	210.069832392037
Hs.25723	500
Hs.387400	500
Hs.234434	-500
Hs.132160	500
Hs.233952	500
Hs.268571	-500
Hs.76224	500
Hs.413924	500
Hs.5912	-104.310244787484
Hs.437058	500
Hs.433303	500
Hs.311106	-500
Hs.446471	-500
Hs.370771	-500
Hs.194709	500
Hs.23246	-500
Hs.279542	-500
Hs.42805	343.715972267091
Hs.413931	500
Hs.36992	-500
Hs.332115	-500
Hs.382827	-500
Hs.121456	-500
Hs.445977	-500
Hs.119887	500
Hs.180236	-111.531522125006
Hs.371612	500
Hs.406224	-500
Hs.131463	500
Hs.362994	-500
Hs.16586	500
Hs.484404	-500
Hs.417630	-500
Hs.33286	-500
Hs.18528	500
Hs.356794	-500
Hs.103978	500
Hs.49051	-500
Hs.310960	500
Hs.303084	500
Hs.380742	500
Hs.443943	-500
Hs.130323	362.147158011794
Hs.152894	-500
Hs.21446	-500
Hs.388208	-500
Hs.173987	500
Hs.278815	500
Hs.23213	500
Hs.511765	500
Hs.444082	-500
Hs.166887	500
Hs.445301	-500
Hs.119887	500
Hs.253309	-500
Hs.133261	-500
Hs.157106	500
Hs.435080	445.186032447964
Hs.20950	500
Hs.40094	500
Hs.522216	-500
Hs.153692	500
Hs.121456	-500
Hs.11711	500
Hs.436193	-500
Hs.23719	500
Hs.61418	-500
Hs.183706	500
Hs.333672	500
Hs.337588	500
Hs.246842	-500
Hs.184929	500
Hs.13313	500
Hs.285818	500
Hs.171834	500
Hs.337774	500
Hs.374650	500
Hs.154718	353.947666008025
Hs.169274	500
Hs.174195	500
Hs.5215	-500
Hs.166120	500
Hs.134802	-500
Hs.271353	500
Hs.28827	-500
Hs.170195	500
Hs.441069	500
Hs.442675	500
Hs.179522	-500
Hs.444159	-500
Hs.194695	383.265914861113
Hs.348415	500
Hs.71968	500
Hs.176977	-500
Hs.152292	-500
Hs.389559	-500
Hs.190114	-500
Hs.180566	-500
Hs.124165	-500
Hs.6441	-500
Hs.78824	-500
Hs.351316	-326.127796433866
Hs.73828	-500
Hs.436836	500
Hs.423348	479.29722815752
Hs.105689	-500
Hs.1407	500
Hs.194694	500
Hs.8136	500
Hs.75498	-500
Hs.88974	-500
Hs.435003	349.583581555635
Hs.434857	500
Hs.268768	-500
Hs.278483	-500
Hs.5881	500
Hs.95655	500
Hs.9028	-500
Hs.25601	-145.865632221103
Hs.83848	500
Hs.336916	500
Hs.65029	-500
Hs.349110	500
Hs.319825	500
Hs.309244	-500
Hs.254699	-500
Hs.272822	238.549914211035
Hs.212581	-500
Hs.368149	500
Hs.415209	-500
Hs.121150	500
Hs.306864	500
Hs.748	-500
Hs.108371	500
Hs.83765	500
Hs.443072	500
Hs.461782	-500
Hs.333389	500
Hs.73987	-500
Hs.106019	500
Hs.50868	500
Hs.116419	-500
Hs.31082	-397.727109957486
Hs.410774	-500
Hs.374477	-104.553292039782
Hs.278954	-500
Hs.128271	-500
Hs.435169	-500
Hs.167700	-336.166385095567
Hs.446623	500
Hs.22293	500
Hs.172028	-500
Hs.82542	-500
Hs.406223	-500
Hs.226440	206.481493078172
Hs.116122	-500
Hs.439590	-500
Hs.222510	-500
Hs.105102	-500
Hs.128770	-500
Hs.234569	500
Hs.1802	500
Hs.323363	500
Hs.7049	-500
Hs.16232	-500
Hs.411347	-218.851028475910
Hs.244318	-500
Hs.181159	500
Hs.505084	500
Hs.437186	-500
Hs.9482	-500
Hs.19105	500
Hs.443811	-500
Hs.191389	-500
Hs.30026	500
Hs.373612	-500
Hs.106005	-500
Hs.12696	500
Hs.446610	-500
Hs.211573	500
Hs.458369	114.771963562816
Hs.278311	-500
Hs.61255	-500
Hs.423367	500
Hs.279522	500
Hs.107001	-500
Hs.430854	295.312122907490
Hs.438823	-500
Hs.232058	-500
Hs.310542	500
Hs.42221	-500
Hs.128059	500
Hs.74562	-500
Hs.167076	-500
Hs.443120	-500
Hs.382202	-500
Hs.295137	-500
Hs.110675	500
Hs.498154	500
Hs.2554	500
Hs.365116	-500
Hs.12229	-500
Hs.334713	-500
Hs.430324	500
Hs.75081	-500
Hs.118555	500
Hs.47504	-310.674889478832
Hs.75812	-500
Hs.132781	-500
Hs.389900	-298.284806776792
Hs.56186	500
Hs.87128	-500
Hs.444552	-500
Hs.306307	-500
Hs.278613	-500
Hs.256924	-500
Hs.434873	500
Hs.239147	-500
Hs.130269	-500
Hs.412117	500
Hs.446554	384.324651677161
Hs.458573	-500
Hs.247734	500
Hs.512050	500
Hs.410026	-500
Hs.223474	500
Hs.121423	500
Hs.44585	-500
Hs.146580	500
Hs.43697	-500
Hs.91773	500
Hs.432840	500
Hs.15259	-500
Hs.203475	-346.675124019384
Hs.240395	-500
Hs.413375	-500
Hs.149266	-500
Hs.314623	500
Hs.75268	-500
Hs.23119	-500
Hs.417369	-500
Hs.388034	-500
Hs.89655	500
Hs.319438	-368.132940493524
Hs.5086	-500
Hs.411826	500
Hs.105468	500
Hs.341073	-500
Hs.249591	-500
Hs.131121	-500
Hs.343329	500
Hs.239752	500
Hs.204238	-500
Hs.54470	157.827036455274
Hs.290432	-500
Hs.130058	-500
Hs.235935	500
Hs.273219	479.216314852238
Hs.110571	500
Hs.4859	-500
Hs.38032	-500
Hs.501497	500
Hs.271387	500
Hs.465558	-500
Hs.439144	-500
Hs.54673	500
Hs.58617	500
Hs.75486	-500
Hs.308061	-500
Hs.109999	500
Hs.155764	500
Hs.426967	500
Hs.374491	-500
Hs.301963	-500
Hs.406631	500
Hs.173902	-484.402480069548
Hs.32942	500
Hs.81170	500
Hs.169294	-500
Hs.342874	70.4625248908997
Hs.326445	-500
Hs.309415	500
Hs.227429	500
Hs.129910	500
Hs.183803	-500
Hs.403828	500
Hs.76473	-500
Hs.447793	500
Hs.367886	500
Hs.362324	-500
Hs.488671	500
Hs.182505	-500
Hs.439523	-500
Hs.333184	-500
Hs.99843	-500
Hs.222510	70.5934036523104
Hs.103124	500
Hs.4209	-500
Hs.416379	500
Hs.20529	500
Hs.302690	-500
Hs.289093	500
Hs.114599	500
Hs.5308	500
Hs.46423	-500
Hs.79092	-500
Hs.388928	-500
Hs.118244	500
Hs.21398	-500
Hs.1908	500
Hs.297681	-500
Hs.7482	500
Hs.75593	-500
Hs.477008	-500
Hs.506837	500
Hs.380757	-500
Hs.62595	-500
Hs.16007	-500
Hs.506231	500
Hs.437205	-500
Hs.172685	500
Hs.438972	-185.126480646431
Hs.4944	500
Hs.119537	-500
Hs.439188	-101.525974459946
Hs.434375	-500
Hs.16134	-500
Hs.437967	-500
Hs.118609	-500
Hs.47649	-72.8127313777804
Hs.144519	500
Hs.286173	500
Hs.150390	-500
Hs.129055	500
Hs.396978	-500
Hs.65370	-500
Hs.173705	-500
Hs.406156	500
Hs.412587	-500
Hs.98002	500
Hs.226117	-500
Hs.31053	-500
Hs.83572	-500
Hs.118625	-500
Hs.209205	500
Hs.368823	500
Hs.28149	-500
Hs.28249	-500
Hs.406106	500
Hs.238679	-500
Hs.528699	-500
Hs.131188	500
Hs.75400	500
Hs.62185	-500
Hs.80526	-500
Hs.443458	500
Hs.20136	500
Hs.421646	-500
Hs.3239	-500
Hs.306079	500
Hs.438986	500
Hs.433578	-105.966588016599
Hs.23170	500
Hs.153504	-500
Hs.180414	-500
Hs.166017	500
Hs.336916	-500
Hs.435788	33.5111562162638
Hs.51133	500
Hs.79353	-500
Hs.375439	500
Hs.188553	500
Hs.435789	-500
Hs.306083	188.532052561641
Hs.117060	500
Hs.19492	447.544723283499
Hs.6090	-164.004389662296
Hs.266470	500
Hs.12940	-500
Hs.355874	-500
Hs.78960	-500
Hs.350966	500
Hs.121150	500
Hs.244318	500
Hs.306251	500
Hs.415117	500
Hs.254211	500
Hs.415041	-500
Hs.415735	500
Hs.75318	500
Hs.66	-500
Hs.380403	500
Hs.83532	500
Hs.1770	-500
Hs.2795	500
Hs.2233	-500
Hs.415770	500
Hs.431792	-500
Hs.164467	-500
Hs.156454	-500
Hs.58685	-500
Hs.2030	500
Hs.404289	500
Hs.75746	500
Hs.76392	-500
Hs.3862	-500
Hs.31293	-500
Hs.575	-500
Hs.415471	-500
Hs.69745	-500
Hs.150744	-500
Hs.159309	-500
Hs.144877	-500
Hs.57732	500
Hs.375129	500
Hs.410578	500
Hs.1690	500
Hs.115418	500
Hs.406074	500
Hs.167738	500
Hs.9754	500
Hs.78221	-500
Hs.128453	500
Hs.334824	-500
Hs.369557	-500
Hs.122843	-500
Hs.12899	-500
Hs.181161	-500
Hs.437313	-468.449639156461
Hs.356463	-500
Hs.368149	-500
Hs.154057	500
Hs.362805	-500
Hs.182018	-500
Hs.325422	500
Hs.199905	-500
Hs.226776	-500
Hs.23642	500
Hs.75334	500
Hs.1420	500
Hs.390420	500
Hs.424619	-500
Hs.24529	-114.829391241074
Hs.436421	500
Hs.380870	500
Hs.145381	500
Hs.300485	-500
Hs.1602	500
Hs.12489	500
Hs.46366	453.588350210339
Hs.356554	-500
Hs.226581	500
Hs.7236	500
Hs.116665	-500
Hs.2407	-500
Hs.436939	-500
Hs.485402	-500
Hs.145599	131.490912754089
Hs.126608	500
Hs.197875	-500
Hs.460809	350.563060492277
Hs.435067	191.558785736561
Hs.519941	500
Hs.443839	-500
Hs.416755	500
Hs.171532	-500
Hs.438767	-500
Hs.7739	-500
Hs.494449	-500
Hs.17118	-500
Hs.412286	500
Hs.504765	-500
Hs.274317	457.405126653612
Hs.74284	-500
Hs.3833	500
Hs.434979	-500
Hs.6079	500
Hs.149020	-500
Hs.118494	-500
Hs.7967	-500
Hs.410941	-500
Hs.54941	500
Hs.91521	-500
Hs.12707	500
Hs.439343	-500
Hs.26612	500
Hs.416692	500
Hs.69954	500
Hs.294144	-500
Hs.27017	337.603213265538
Hs.5302	-500
Hs.440332	500
Hs.502568	500
Hs.435228	-500
Hs.169907	-500
Hs.422662	500
Hs.170538	-500
Hs.326729	500
Hs.42646	-500
Hs.403921	-500
Hs.272299	500
Hs.321535	-500
Hs.143601	-500
Hs.438972	-500
Hs.442993	-500
Hs.95321	500
Hs.24734	500
Hs.424184	500
Hs.30868	-500
Hs.168762	-500
Hs.131582	-500
Hs.446357	-500
Hs.21757	-500
Hs.413518	-500
Hs.47042	500
Hs.30246	500
Hs.83942	500
Hs.821	-500
Hs.440934	500
Hs.387905	500
Hs.816	500
Hs.430541	-500
Hs.50984	500
Hs.525181	500
Hs.1104	-500
Hs.433455	-500
Hs.528327	-225.640162825584
Hs.294030	500
Hs.131727	-500
Hs.271541	-500
Hs.154704	500
Hs.184482	-500
Hs.76884	-500
Hs.444556	-500
Hs.229641	500
Hs.234521	-500
Hs.372286	500
Hs.4854	-500
Hs.3136	500
Hs.285115	500
Hs.54673	-500
Hs.79299	500
Hs.435788	-500
Hs.209983	438.567167147994
Hs.1019	-500
Hs.166011	500
Hs.7912	-475.882885511965
Hs.106674	-500
Hs.91417	-76.9147044047713
Hs.498738	500
Hs.405958	-500
Hs.435051	-500
Hs.187820	500
Hs.492802	-500
Hs.374334	-500
Hs.388681	326.110876630992
Hs.440898	500
Hs.298089	185.314049012959
Hs.39488	500
Hs.528670	-500
Hs.368588	500
Hs.283078	-500
Hs.48516	-500
Hs.293336	500
Hs.302903	500
Hs.2257	500
Hs.1305	500
Hs.308638	-500
Hs.418127	500
Hs.445237	-500
Hs.290758	500
Hs.46405	500
Hs.41072	-500
Hs.112058	-500
Hs.76507	500
Hs.528308	-500
Hs.403836	-500
Hs.388125	-500
Hs.415641	500
Hs.207763	500
Hs.176657	-500
Hs.322456	-500
Hs.150011	500
Hs.415702	500
Hs.138294	500
Hs.75219	-500
Hs.376792	-500
Hs.386193	500
Hs.415768	-500
Hs.334874	500
Hs.253309	-500
Hs.437583	-500
Hs.309674	-500
Hs.223025	-500
Hs.77637	-500
Hs.10842	500
Hs.25511	500
Hs.369579	500
Hs.211773	500
Hs.159301	500
Hs.208080	-500
Hs.82422	500
Hs.135226	500
Hs.333672	-500
Hs.85137	-500
Hs.468207	500
Hs.36587	-500
Hs.117715	-500
Hs.15519	500
Hs.348553	500
Hs.379386	500
Hs.408702	494.860711041838
Hs.278675	-500
Hs.259785	-398.797472007573
Hs.145209	-500
Hs.362343	-500
Hs.310512	11.3353389315307
Hs.6510	500
Hs.442329	-407.617711462080
Hs.456572	-500
Hs.352	-500
Hs.7243	500
Hs.282883	500
Hs.389075	376.341426745057
Hs.159543	500
Hs.511924	500
Hs.449579	500
Hs.65328	-500
Hs.284275	-500
Hs.444665	494.792587123811
Hs.116992	-500
Hs.440704	500
Hs.413931	408.049006946385
Hs.488562	-500
Hs.339834	500
Hs.193273	-500
Hs.506366	-500
Hs.130101	500
Hs.38481	-500
Hs.413137	483.677282463759
Hs.35380	500
Hs.462626	500
Hs.376617	-500
Hs.111099	500
Hs.355584	-500
Hs.415735	500
Hs.22180	-500
Hs.145047	225.420084316283
Hs.377705	500
Hs.117035	500
Hs.440913	500
Hs.528679	500
Hs.325650	-500
Hs.429506	500
Hs.301564	-367.392098996788
Hs.47099	-500
Hs.303727	-78.1739666126668
Hs.59260	500
Hs.59943	-412.878810893744
Hs.59943	200.083379168063
Hs.4014	-500
Hs.9235	-500
Hs.529265	-500
Hs.436656	-500
Hs.350265	500
Hs.2998	-500
Hs.84999	500
Hs.386205	500
Hs.368409	500
Hs.75140	-379.491280764341
Hs.197071	-500
Hs.406191	-500
Hs.7905	-500
Hs.458389	-500
Hs.18912	-500
Hs.306777	-500
Hs.301348	500
Hs.2303	-500
Hs.27182	-500
Hs.164021	500
Hs.179735	500
Hs.444324	500
Hs.147663	500
Hs.27860	-500
Hs.397010	-500
Hs.77897	-500
Hs.82222	500
Hs.529392	500
Hs.77313	-500
Hs.118640	-232.577284332365
Hs.166120	-500
Hs.421349	500
Hs.318898	-500
Hs.134859	500
Hs.421907	-377.956435550004
Hs.355874	500
Hs.448658	500
Hs.349611	500
Hs.112707	500
Hs.11171	-500
Hs.442946	294.858745764941
Hs.79019	500
Hs.227327	-500
Hs.78305	-500
Hs.2969	-500
Hs.180414	-500
Hs.369026	500
Hs.30724	500
Hs.2484	500
Hs.280342	-500
Hs.170195	500
Hs.1274	500
Hs.255935	-500
Hs.164140	500
Hs.20499	500
Hs.527860	500
Hs.418150	-498.904110863805
Hs.439320	-500
Hs.72870	500
Hs.531355	-500
Hs.406631	500
Hs.443435	500
Hs.395	500
Hs.166684	-500
Hs.127958	500
Hs.52788	245.261976961046
Hs.174071	-500
Hs.326392	500
Hs.172816	263.24704522267
Hs.102419	500
Hs.254113	500
Hs.258855	500
Hs.150423	-500
Hs.445245	137.871829792857
Hs.506357	-226.812742184848
Hs.434860	-500
Hs.116832	500
Hs.369110	-500
Hs.189527	500
Hs.433394	-500
Hs.154846	500
Hs.369815	-132.618157658726
Hs.174142	-500
Hs.511603	-500
Hs.309415	500
Hs.183800	500
Hs.98998	-500
Hs.180919	383.983692154288
Hs.194726	-500
Hs.433731	500
Hs.270804	-500
Hs.406064	-500
Hs.81665	-351.517328526825
Hs.257266	-500
Hs.78771	435.645147226751
Hs.27744	500
Hs.21635	500
Hs.82646	439.710281789303
Hs.12899	-500
Hs.76272	-500
Hs.38125	237.533471081406
Hs.1976	500
Hs.211600	500
Hs.177574	500
Hs.441069	-500
Hs.189527	-300.214926246554
Hs.101382	-500
Hs.77439	-500
Hs.287558	500
Hs.386741	-500
Hs.75510	500
Hs.155024	500
Hs.22546	-500
Hs.105547	-500
Hs.273344	-500
Hs.146559	500
Hs.428	195.925771258771
Hs.323715	-500
Hs.117869	500
Hs.14606	500
Hs.494456	-500
Hs.442319	-500
Hs.211569	-500
Hs.184245	-500
Hs.97174	-500
Hs.239870	-500
Hs.355214	-500
Hs.172801	500
Hs.9573	500
Hs.3759	-500
Hs.90443	500
Hs.412624	500
Hs.283678	-500
Hs.117956	500
Hs.89545	-500
Hs.371612	-500
Hs.129758	388.660323806107
Hs.169921	500
Hs.2477	-500
Hs.153400	500
Hs.115896	-500
Hs.1276	-500
Hs.357318	-500
Hs.123119	500
Hs.427152	-500
Hs.434077	500
Hs.11125	-500
Hs.274351	-500
Hs.93868	-500
Hs.432945	500
Hs.100217	500
Hs.407693	-500
Hs.181867	-500
Hs.108806	500
Hs.387251	-500
Hs.29645	-500
Hs.421737	-500
Hs.54460	500
Hs.221688	-51.9788335077465
Hs.1030	500
Hs.315177	500
Hs.296398	-500
Hs.173162	-500
Hs.147644	500
Hs.270428	500
Hs.94300	-500
Hs.445356	500
Hs.446393	-500
Hs.436170	-23.7343669869006
Hs.159448	500
Hs.39488	500
Hs.302428	500
Hs.190587	-500
Hs.283667	500
Hs.233240	-500
Hs.2006	500
Hs.323733	500
Hs.93207	-500
Hs.413901	-500
Hs.433578	-500
Hs.127149	-500
Hs.372093	500
Hs.8042	-500
Hs.159241	500
Hs.199270	500
Hs.22229	-500
Hs.292511	-500
Hs.82294	-50.9078474715352
Hs.56294	500
Hs.1314	500
Hs.380403	-500
Hs.92260	-500
Hs.89640	-500
Hs.54673	500
Hs.380403	-500
Hs.373992	500
Hs.250429	500
Hs.75082	-421.129004098475
Hs.6906	-500
Hs.296169	-500
Hs.81328	-500
Hs.12337	-500
Hs.84	500
Hs.374097	500
Hs.79019	500
Hs.79078	500
Hs.40403	-500
Hs.396404	500
Hs.192374	-500
Hs.75258	-500
Hs.412707	-500
Hs.409634	-500
Hs.381184	-500
Hs.389107	500
Hs.75350	215.291960630566
Hs.355015	500
Hs.374535	500
Hs.282871	-500
Hs.371617	-500
Hs.367676	-500
Hs.201897	500
Hs.437060	-500
Hs.50649	500
Hs.76716	500
Hs.446568	-500
Hs.421649	-500
Hs.108139	-500
Hs.380325	-500
Hs.84753	-500
Hs.365207	82.7349303290248
Hs.34851	500
Hs.434924	-500
Hs.115175	-500
Hs.421576	500
Hs.422550	-500
Hs.25195	-500
Hs.371001	500
Hs.345444	-483.216026332229
Hs.276238	-500
Hs.25647	500
Hs.155342	-500
Hs.89506	-500
Hs.75160	-500
Hs.133234	-500
Hs.286226	-500
Hs.132399	-500
Hs.36708	-500
Hs.194148	-500
Hs.240457	500
Hs.437056	-500
Hs.90073	500
Hs.189075	500
Hs.170359	500
Hs.151250	-500
Hs.371468	500
Hs.153752	-500
Hs.432121	-500
Hs.274531	500
Hs.202833	-500
Hs.77646	-500
Hs.13580	500
Hs.126962	-500
Hs.130988	500
Hs.38039	500
Hs.223474	500
Hs.368078	500
Hs.42806	500
Hs.405497	500
Hs.154140	-500
Hs.436549	500
Hs.5509	-500
Hs.68714	500
Hs.73010	-500
Hs.283794	311.349495314062
Hs.4257	500
Hs.78792	500
Hs.137400	-500
Hs.380639	-500
Hs.348605	500
Hs.55982	-500
Hs.170822	-500
Hs.94031	14.5832472480834
Hs.443120	500
Hs.99947	-500
Hs.118821	500
Hs.444521	-500
Hs.369840	-500
Hs.411490	-500
Hs.111801	-500
Hs.395535	500
Hs.195161	500
Hs.511956	500
Hs.374061	500
Hs.78305	-500
Hs.117030	-241.255201399326
Hs.4096	500
Hs.25544	-500
Hs.38260	-500
Hs.133999	500
Hs.283677	267.441731411964
Hs.28005	-206.459192559123
Hs.104888	500
Hs.288141	500
Hs.169444	500
Hs.284292	500
Hs.32951	-500
Hs.3416	500
Hs.105465	168.316185008734
Hs.93837	500
Hs.321234	500
Hs.106876	-500
Hs.89399	-500
Hs.126714	500
Hs.131151	-500
Hs.18069	-500
Hs.411433	500
Hs.437508	-500
Hs.274520	-500
Hs.446504	-500
Hs.398136	500
Hs.149466	-500
Hs.118727	-500
Hs.102910	500
Hs.306676	-500
Hs.107101	500
Hs.274404	-500
Hs.35140	500
Hs.408073	500
Hs.2420	-500
Hs.73072	-500
Hs.193788	500
Hs.76240	419.647067319602
Hs.59242	500
Hs.42215	-500
Hs.153961	-500
Hs.355827	500
Hs.432840	-500
Hs.446504	500
Hs.127799	-500
Hs.155566	500
Hs.4248	-500
Hs.7922	-500
Hs.75323	-500
Hs.510533	-500
Hs.2780	-272.990765515715
Hs.77432	-500
Hs.1976	500
Hs.373992	-107.567401137203
Hs.2399	500
Hs.306747	500
Hs.401414	500
Hs.34012	-500
Hs.68879	-500
Hs.748	-500
Hs.397381	-500
Hs.169300	500
Hs.224168	500
Hs.351306	-500
Hs.173328	-500
Hs.79101	-500
Hs.138860	-500
Hs.75206	500
Hs.504816	500
Hs.512682	500
Hs.503649	500
Hs.443109	-225.290372036397
Hs.114047	500
Hs.252938	-500
Hs.129951	-500
Hs.429	500
Hs.279522	500
Hs.151139	500
Hs.152894	500
Hs.500921	500
Hs.438889	-500
Hs.445052	-500
Hs.75724	467.556831426919
Hs.107101	-500
Hs.525358	491.787227801979
Hs.300842	500
Hs.232416	500
Hs.396404	-500
Hs.276	500
Hs.256549	500
Hs.446357	500
Hs.269898	52.8876855969429
Hs.110571	500
Hs.512716	500
Hs.426967	500
Hs.367877	500
Hs.422901	-500
Hs.436145	-500
Hs.369849	500
Hs.183153	-500
Hs.170177	-500
Hs.128453	93.8502070493996
Hs.155079	-500
Hs.270920	500
Hs.102402	500
Hs.183800	-173.576928209513
Hs.286221	500
Hs.83758	500
Hs.390567	500
Hs.194148	500
Hs.387262	-500
Hs.390567	500
Hs.435795	-500
Hs.171626	-500
Hs.128572	-220.101836603135
Hs.155342	500
Hs.333389	-500
Hs.9963	-500
Hs.179825	-500
Hs.179881	-500
Hs.199179	344.688587356359
Hs.388344	500
Hs.171834	-500
Hs.83765	500
Hs.272822	500
Hs.179574	-500
Hs.2942	-500
Hs.78305	500
Hs.422986	-500
Hs.80976	500
Hs.101382	-500
Hs.91971	-500
Hs.131342	500
Hs.255008	-500
Hs.673	-500
Hs.188011	500
Hs.119905	-500
Hs.26208	500
Hs.131356	500
Hs.60389	-500
Hs.494449	-500
Hs.94680	-500
Hs.429365	500
Hs.434924	500
Hs.188662	500
Hs.444207	-500
Hs.402773	-500
Hs.279902	500
Hs.301266	500
Hs.136965	500
Hs.434059	500
Hs.249186	-310.739034321159
Hs.79037	-500
Hs.165950	-500
Hs.74899	-500
Hs.5638	-500
Hs.334477	-500
Hs.33286	500
Hs.437967	500
Hs.132648	500
Hs.512650	-500
Hs.34956	-500
Hs.509754	-500
Hs.5957	-184.477604925632
Hs.24725	500
Hs.177633	500
Hs.26002	-500
Hs.180312	500
Hs.349955	-500
Hs.291564	500
Hs.414985	500
Hs.432996	-500
Hs.165636	-500
Hs.14691	-500
Hs.16622	500
Hs.328109	-500
Hs.405457	500
Hs.496560	500
Hs.254280	-500
Hs.73817	-500
Hs.1042	500
Hs.221974	-500
Hs.19718	-500
Hs.458335	500
Hs.87465	500
Hs.401388	500
Hs.389171	-500
Hs.58471	-500
Hs.446907	-500
Hs.512510	-500
Hs.169474	500
Hs.156880	-500
Hs.246344	-500
Hs.444729	-500
Hs.443379	-308.583306614310
Hs.322430	500
Hs.446320	500
Hs.241570	500
Hs.446676	-500
Hs.321709	500
Hs.309090	-500
Hs.288654	-500
Hs.279837	500
Hs.334534	500
Hs.181202	135.480696335435
Hs.404501	99.450049456209
Hs.38125	500
Hs.207763	-380.508033558726
Hs.144683	500
Hs.79081	500
Hs.187861	500
Hs.78061	500
Hs.36980	-500
Hs.97905	-500
Hs.37108	-500
Hs.845	-500
Hs.143080	-500
Hs.22616	-500
Hs.129208	500
Hs.19383	53.0042569153011
Hs.31130	500
Hs.256583	-500
Hs.334	500
Hs.280342	500
Hs.65029	-500
Hs.210911	500
Hs.1166	-500
Hs.1600	500
Hs.437905	500
Hs.412355	-500
Hs.110103	500
Hs.31442	-500
Hs.40735	500
Hs.22116	500
Hs.79081	500
Hs.295421	285.181561484933
Hs.431861	-181.49338895455
Hs.283604	500
Hs.73957	-158.160808496177
Hs.1116	-500
Hs.20315	500
Hs.511744	-500
Hs.151988	247.913119383156
Hs.439671	-500
Hs.74576	-500
Hs.79107	500
Hs.83583	500
Hs.162089	-500
Hs.116784	500
Hs.289108	-500
Hs.33102	-150.557477027178
Hs.147189	-500
Hs.250822	500
Hs.119597	-500
Hs.356368	500
Hs.505172	500
Hs.203952	-500
Hs.371905	248.188124969602
Hs.3239	500
Hs.439725	500
Hs.356269	500
Hs.378753	500
Hs.194698	-31.7764771170914
Hs.438311	-500
Hs.154658	500
Hs.376208	500
Hs.22500	-500
Hs.23965	-500
Hs.441113	500
Hs.11392	-196.962524205446
Hs.134859	-205.809331964701
Hs.337008	-500
Hs.337588	-500
Hs.355832	-500
Hs.439523	-500
Hs.368431	-500
Hs.13495	500
Hs.108689	500
Hs.72984	500
Hs.439144	-500
Hs.130330	500
Hs.153934	287.23158640787
Hs.58488	500
Hs.419124	-500
Hs.25960	500
Hs.89781	500
Hs.1706	-500
Hs.356729	500
Hs.89472	-500
Hs.99881	500
Hs.412416	500
Hs.436100	500
Hs.351342	500
Hs.56937	500
Hs.435238	500
Hs.441498	-500
Hs.5437	500
Hs.154970	-500
Hs.191341	-500
Hs.83623	-500
Hs.24049	-500
Hs.121456	-500
Hs.8107	500
Hs.287616	500
Hs.24641	500
Hs.508364	500
Hs.211473	500
Hs.505084	-500
Hs.13872	500
Hs.22302	500
Hs.509629	-500
Hs.270833	-500
Hs.77667	500
Hs.295917	-500
Hs.332173	500
Hs.442734	-500
Hs.6540	500
Hs.391464	500
Hs.370422	-500
Hs.287921	500
Hs.495128	-500
Hs.159142	500
Hs.237856	-500
Hs.434477	500
Hs.403933	-500
Hs.12860	500
Hs.79092	-500
Hs.1281	-390.762614551932
Hs.155586	500
Hs.416813	500
Hs.155584	500
Hs.305834	500
Hs.508364	-500
Hs.196769	-500
Hs.210913	-500
Hs.314623	500
Hs.388742	-264.525578822941
Hs.61153	500
Hs.6347	500
Hs.151411	-500
Hs.406890	-500
Hs.412186	-500
Hs.321101	-500
Hs.522663	500
Hs.2488	-500
Hs.72918	-500
Hs.209119	-500
Hs.336268	-500
Hs.5452	95.1782800257206
Hs.130222	-500
Hs.77221	235.193567350507
Hs.249441	500
Hs.408754	500
Hs.77646	-500
Hs.378826	500
Hs.13359	500
Hs.250387	500
Hs.103070	500
Hs.6795	500
Hs.132377	500
Hs.122708	500
Hs.106554	500
Hs.22051	-83.3919341675937
Hs.201157	500
Hs.22265	500
Hs.169900	-500
Hs.376933	-500
Hs.11465	-500
Hs.82353	-500
Hs.512451	-500
Hs.80426	-500
Hs.75528	-500
Hs.440769	173.233815003186
Hs.410953	500
Hs.241565	-500
Hs.437655	500
Hs.153244	-500
Hs.143527	-75.8449197746813
Hs.249053	500
Hs.369815	500
Hs.433898	-500
Hs.310769	-500
Hs.306079	-500
Hs.270757	-500
Hs.154073	-500
Hs.162757	500
Hs.131842	500
Hs.81897	-500
Hs.39252	-500
Hs.139851	500
Hs.333791	-500
Hs.407135	500
Hs.183153	500
Hs.166011	-500
Hs.286192	-500
Hs.34851	500
Hs.418291	500
Hs.159494	500
Hs.187543	-500
Hs.173328	-500
Hs.113916	225.380293559283
Hs.89690	500
Hs.143751	-500
Hs.74615	-500
Hs.50640	-500
Hs.50732	500
Hs.380144	-247.899973765016
Hs.365207	-500
Hs.367900	-500
